ADC_pan_value, ADC_tilt_value, Button_value, Encoder_tilt_value, Encoder_pan_value, Tilt_Velocity
2048, 819, 0, 101, 359, 0
2048, 819, 0, 101, 359, 0
2048, 819, 0, 102, 359, 0
2048, 819, 0, 101, 359, 8
2048, 819, 0, 100, 359, 0
2048, 819, 0, 101, 359, 248
2048, 819, 0, 99, 359, 0
2048, 819, 0, 97, 359, 239
2048, 819, 0, 94, 359, 221
2048, 819, 0, 90, 359, 195
2048, 819, 0, 89, 359, 159
2048, 819, 0, 82, 359, 151
2048, 819, 0, 78, 359, 89
2048, 819, 0, 72, 359, 45
2048, 819, 0, 67, 359, 1
2048, 819, 0, 61, 359, 221
2048, 819, 0, 54, 359, 160
2048, 819, 0, 45, 359, 116
2048, 819, 0, 36, 359, 54
2048, 819, 0, 27, 359, 1
2048, 819, 0, 19, 359, 213
2048, 819, 0, 13, 359, 151
2048, 819, 0, 6, 359, 160
2048, 819, 0, 0, 359, 134
2048, 819, 0, 352, 359, 134
2048, 819, 0, 344, 359, 0
2048, 819, 0, 338, 359, 239
2048, 819, 0, 333, 359, 248
2048, 819, 0, 323, 359, 26
2048, 819, 0, 308, 359, 17
2048, 819, 0, 310, 359, 221
2048, 819, 0, 296, 359, 52
2048, 819, 0, 284, 359, 239
2048, 819, 0, 277, 359, 195
2048, 819, 0, 271, 359, 186
2048, 819, 0, 264, 359, 54
2048, 819, 0, 255, 359, 63
2048, 819, 0, 244, 359, 37
2048, 819, 0, 236, 359, 240
2048, 819, 0, 234, 359, 1
2048, 819, 0, 218, 359, 116
2048, 819, 0, 211, 359, 213
2048, 819, 0, 205, 359, 19
2048, 819, 0, 201, 359, 72
2048, 819, 0, 195, 359, 98
2048, 819, 0, 188, 359, 98
2048, 819, 0, 182, 359, 98
2048, 819, 0, 181, 359, 125
2048, 819, 0, 178, 359, 213
2048, 819, 0, 177, 359, 1
2048, 819, 0, 176, 359, 10
2048, 819, 0, 176, 359, 142
2048, 819, 0, 176, 359, 204
2048, 819, 0, 191, 359, 1
2048, 819, 0, 176, 359, 168
2048, 819, 0, 176, 359, 89
2048, 819, 0, 176, 359, 151
2048, 819, 0, 175, 359, 204
2048, 819, 0, 175, 359, 204
2048, 819, 0, 174, 359, 230
2048, 819, 0, 176, 359, 230
2048, 819, 0, 173, 359, 0
2048, 819, 0, 173, 359, 230
2048, 819, 0, 169, 359, 230
2048, 819, 0, 164, 359, 62
2048, 819, 0, 156, 359, 151
2048, 819, 0, 150, 359, 80
2048, 819, 0, 145, 359, 27
2048, 819, 0, 136, 359, 248
2048, 819, 0, 128, 359, 169
2048, 819, 0, 120, 359, 107
2048, 819, 0, 110, 359, 19
2048, 819, 0, 102, 359, 213
2048, 819, 0, 92, 359, 142
2048, 819, 0, 85, 359, 89
2048, 819, 0, 79, 359, 72
2048, 819, 0, 73, 359, 89
2048, 819, 0, 67, 359, 89
2048, 819, 0, 59, 359, 81
2048, 819, 0, 56, 359, 89
2048, 819, 0, 53, 359, 134
2048, 819, 0, 51, 359, 178
2048, 819, 0, 50, 359, 248
2048, 819, 0, 48, 359, 54
2048, 819, 0, 48, 359, 124
2048, 819, 0, 48, 359, 186
2048, 819, 0, 48, 359, 239
2048, 819, 0, 48, 359, 36
2048, 819, 0, 49, 359, 89
2048, 819, 0, 49, 359, 168
2048, 819, 0, 49, 359, 195
2048, 819, 0, 48, 359, 221
2048, 819, 0, 50, 359, 230
2048, 819, 0, 49, 359, 0
2048, 819, 0, 47, 359, 8
2048, 819, 0, 46, 359, 248
2048, 819, 0, 43, 359, 239
2048, 819, 0, 39, 359, 212
2048, 819, 0, 37, 359, 177
2048, 819, 0, 36, 359, 151
2048, 819, 0, 33, 359, 142
2048, 819, 0, 29, 359, 115
2048, 819, 0, 22, 359, 89
2048, 819, 0, 20, 359, 10
2048, 819, 0, 9, 359, 1
2048, 819, 0, 3, 359, 177
2048, 819, 0, 358, 359, 133
2048, 819, 0, 356, 359, 8
2048, 819, 0, 345, 359, 26
2048, 819, 0, 333, 359, 202
2048, 819, 0, 323, 359, 105
2048, 819, 0, 315, 359, 44
2048, 819, 0, 310, 359, 8
2048, 819, 0, 299, 359, 26
