ADC_pan_value, ADC_tilt_value, Button_value, Encoder_tilt_value, Encoder_pan_value, Tilt_Velocity
2048, 2457, 0, 203, 360, 17
2048, 2457, 0, 203, 360, 17
2048, 2457, 0, 203, 360, 17
2048, 2457, 0, 205, 360, 17
2048, 2457, 0, 206, 360, 26
2048, 2457, 0, 206, 360, 35
2048, 2457, 0, 207, 360, 35
2048, 2457, 0, 205, 360, 44
2048, 2457, 0, 207, 360, 26
2048, 2457, 0, 209, 360, 44
2048, 2457, 0, 211, 360, 61
2048, 2457, 0, 213, 360, 70
2048, 2457, 0, 213, 360, 88
2048, 2457, 0, 217, 360, 88
2048, 2457, 0, 222, 360, 105
2048, 2457, 0, 226, 360, 141
2048, 2457, 0, 229, 360, 176
2048, 2457, 0, 230, 360, 194
2048, 2457, 0, 234, 360, 220
2048, 2457, 0, 237, 360, 238
2048, 2457, 0, 239, 360, 246
2048, 2457, 0, 242, 360, 246
2048, 2457, 0, 243, 360, 255
2048, 2457, 0, 245, 360, 8
2048, 2457, 0, 247, 360, 246
2048, 2457, 0, 248, 360, 220
2048, 2457, 0, 248, 360, 194
2048, 2457, 0, 249, 360, 167
2048, 2457, 0, 249, 360, 167
2048, 2457, 0, 249, 360, 132
2048, 2457, 0, 249, 360, 105
2048, 2457, 0, 249, 360, 88
2048, 2457, 0, 249, 360, 61
2048, 2457, 0, 249, 360, 52
2048, 2457, 0, 249, 360, 35
