ADC_pan_value, ADC_tilt_value, Button_value, Encoder_tilt_value, Encoder_pan_value, Tilt_Velocity
2048, 3276, 0, 230, 311, 0
2048, 3276, 0, 230, 311, 0
2048, 3276, 0, 233, 311, 0
2048, 3276, 0, 234, 311, 0
2048, 3276, 0, 235, 311, 0
2048, 3276, 0, 238, 311, 0
2048, 3276, 0, 240, 311, 0
2048, 3276, 0, 243, 311, 0
2048, 3276, 0, 245, 311, 0
2048, 3276, 0, 249, 311, 0
2048, 3276, 0, 250, 311, 0
2048, 3276, 0, 253, 311, 0
2048, 3276, 0, 254, 311, 0
2048, 3276, 0, 259, 311, 0
2048, 3276, 0, 263, 311, 0
2048, 3276, 0, 269, 311, 0
2048, 3276, 0, 273, 311, 0
2048, 3276, 0, 274, 311, 0
2048, 3276, 0, 279, 311, 0
2048, 3276, 0, 284, 311, 0
2048, 3276, 0, 289, 311, 0
2048, 3276, 0, 295, 311, 0
2048, 3276, 0, 302, 311, 0
2048, 3276, 0, 304, 311, 0
2048, 3276, 0, 308, 311, 0
2048, 3276, 0, 312, 311, 0
2048, 3276, 0, 316, 311, 0
2048, 3276, 0, 321, 311, 0
2048, 3276, 0, 328, 311, 0
2048, 3276, 0, 488, 311, 0
2048, 3276, 0, 335, 311, 0
2048, 3276, 0, 338, 311, 0
2048, 3276, 0, 344, 311, 0
2048, 3276, 0, 343, 311, 0
2048, 3276, 0, 348, 311, 0
2048, 3276, 0, 352, 311, 0
2048, 3276, 0, 356, 311, 0
2048, 3276, 0, 360, 311, 0
2048, 3276, 0, 1, 311, 0
2048, 3276, 0, 4, 311, 0
2048, 3276, 0, 8, 311, 0
2048, 3276, 0, 12, 311, 0
2048, 3276, 0, 15, 311, 0
2048, 3276, 0, 19, 311, 0
2048, 3276, 0, 21, 311, 0
2048, 3276, 0, 25, 311, 0
2048, 3276, 0, 29, 311, 0
2048, 3276, 0, 32, 311, 0
2048, 3276, 0, 33, 311, 0
2048, 3276, 0, 32, 311, 0
2048, 3276, 0, 38, 311, 0
2048, 3276, 0, 44, 311, 0
2048, 3276, 0, 51, 311, 0
2048, 3276, 0, 57, 311, 0
2048, 3276, 0, 60, 311, 0
2048, 3276, 0, 64, 311, 0
2048, 3276, 0, 67, 311, 0
2048, 3276, 0, 75, 311, 0
2048, 3276, 0, 79, 311, 0
2048, 3276, 0, 85, 311, 0
2048, 3276, 0, 90, 311, 0
2048, 3276, 0, 94, 311, 0
2048, 3276, 0, 97, 311, 0
2048, 3276, 0, 103, 311, 0
2048, 3276, 0, 104, 311, 0
2048, 3276, 0, 107, 311, 0
2048, 3276, 0, 111, 311, 0
2048, 3276, 0, 118, 311, 0
2048, 3276, 0, 122, 311, 0
2048, 3276, 0, 126, 311, 0
2048, 3276, 0, 127, 311, 0
2048, 3276, 0, 132, 311, 0
2048, 3276, 0, 135, 311, 0
2048, 3276, 0, 141, 311, 0
2048, 3276, 0, 146, 311, 0
2048, 3276, 0, 150, 311, 0
2048, 3276, 0, 153, 311, 0
2048, 3276, 0, 157, 311, 0
2048, 3276, 0, 157, 311, 0
2048, 3276, 0, 163, 311, 0
2048, 3276, 0, 167, 311, 0
