ADC_pan_value, ADC_tilt_value, Button_value, Encoder_tilt_value, Encoder_pan_value, Tilt_Velocity
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 4095, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 482, 3, 0
2048, 2048, 0, 258, 3, 231
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 25
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
2048, 2048, 0, 258, 3, 0
